Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2023-09-01 00:00:00+00:00,188.49546813964844,189.4600067138672,189.9199981689453,188.27999877929688,189.49000549316406,45732600
2023-09-05 00:00:00+00:00,188.73422241210938,189.6999969482422,189.97999572753906,187.61000061035156,188.27999877929688,45280000
2023-09-06 00:00:00+00:00,181.9788055419922,182.91000366210938,188.85000610351562,181.47000122070312,188.39999389648438,81755800
2023-09-07 00:00:00+00:00,176.65602111816406,177.55999755859375,178.2100067138672,173.5399932861328,175.17999267578125,112488800
2023-09-08 00:00:00+00:00,177.2728729248047,178.17999267578125,180.24000549316406,177.7899932861328,178.35000610351562,65551300
2023-09-11 00:00:00+00:00,178.44686889648438,179.36000061035156,180.3000030517578,177.33999633789062,180.07000732421875,58953100
2023-09-12 00:00:00+00:00,175.40245056152344,176.3000030517578,180.1300048828125,174.82000732421875,179.49000549316406,90370200
2023-09-13 00:00:00+00:00,173.32308959960938,174.2100067138672,177.3000030517578,173.97999572753906,176.50999450683594,84267900
2023-09-14 00:00:00+00:00,174.84530639648438,175.74000549316406,176.10000610351562,173.5800018310547,174.0,60895800
2023-09-15 00:00:00+00:00,174.11900329589844,175.00999450683594,176.5,173.82000732421875,176.47999572753906,109205100
2023-09-18 00:00:00+00:00,177.06394958496094,177.97000122070312,179.3800048828125,176.1699981689453,176.47999572753906,67257600
2023-09-19 00:00:00+00:00,178.15834045410156,179.07000732421875,179.6300048828125,177.1300048828125,177.52000427246094,51826900
2023-09-20 00:00:00+00:00,174.59658813476562,175.49000549316406,179.6999969482422,175.39999389648438,179.25999450683594,58436200
2023-09-21 00:00:00+00:00,173.04449462890625,173.92999267578125,176.3000030517578,173.86000061035156,174.5500030517578,63047900
2023-09-22 00:00:00+00:00,173.90013122558594,174.7899932861328,177.0800018310547,174.0500030517578,174.6699981689453,56725400
2023-09-25 00:00:00+00:00,175.18356323242188,176.0800018310547,176.97000122070312,174.14999389648438,174.1999969482422,46172700
2023-09-26 00:00:00+00:00,171.0845489501953,171.9600067138672,175.1999969482422,171.66000366210938,174.82000732421875,64588900
2023-09-27 00:00:00+00:00,169.56231689453125,170.42999267578125,173.0399932861328,169.0500030517578,172.6199951171875,66921800
2023-09-28 00:00:00+00:00,169.82101440429688,170.69000244140625,172.02999877929688,167.6199951171875,169.33999633789062,56294400
2023-09-29 00:00:00+00:00,170.33837890625,171.2100067138672,173.07000732421875,170.33999633789062,172.02000427246094,51814200
2023-10-02 00:00:00+00:00,172.86541748046875,173.75,174.3000030517578,170.92999267578125,171.22000122070312,52164500
2023-10-03 00:00:00+00:00,171.52230834960938,172.39999389648438,173.6300048828125,170.82000732421875,172.25999450683594,49594600
2023-10-04 00:00:00+00:00,172.77589416503906,173.66000366210938,174.2100067138672,170.97000122070312,171.08999633789062,53020300
2023-10-05 00:00:00+00:00,174.01953125,174.91000366210938,175.4499969482422,172.67999267578125,173.7899932861328,48527900
2023-10-06 00:00:00+00:00,176.58639526367188,177.49000549316406,177.99000549316406,173.17999267578125,173.8000030517578,57224100
2023-10-09 00:00:00+00:00,178.07875061035156,178.99000549316406,179.0500030517578,175.8000030517578,176.80999755859375,42390800
2023-10-10 00:00:00+00:00,177.4818115234375,178.38999938964844,179.72000122070312,177.9499969482422,178.10000610351562,43698000
2023-10-11 00:00:00+00:00,178.88461303710938,179.8000030517578,179.85000610351562,177.60000610351562,178.1999969482422,47551100
2023-10-12 00:00:00+00:00,179.7899932861328,180.7100067138672,182.33999633789062,179.0399932861328,180.07000732421875,56743100
2023-10-13 00:00:00+00:00,177.93946838378906,178.85000610351562,181.92999267578125,178.13999938964844,181.4199981689453,51427100
2023-10-16 00:00:00+00:00,177.81011962890625,178.72000122070312,179.0800018310547,176.50999450683594,176.75,52517000
2023-10-17 00:00:00+00:00,176.24810791015625,177.14999389648438,178.4199981689453,174.8000030517578,176.64999389648438,57549400
2023-10-18 00:00:00+00:00,174.9447784423828,175.83999633789062,177.5800018310547,175.11000061035156,175.5800018310547,54764400
2023-10-19 00:00:00+00:00,174.5667266845703,175.4600067138672,177.83999633789062,175.19000244140625,176.0399932861328,59302900
2023-10-20 00:00:00+00:00,171.9998779296875,172.8800048828125,175.4199981689453,172.63999938964844,175.30999755859375,64189300
2023-10-23 00:00:00+00:00,172.1192626953125,173.0,174.00999450683594,169.92999267578125,170.91000366210938,55980100
2023-10-24 00:00:00+00:00,172.5570068359375,173.44000244140625,173.6699981689453,171.4499969482422,173.0500030517578,43816600
2023-10-25 00:00:00+00:00,170.22894287109375,171.10000610351562,173.05999755859375,170.64999389648438,171.8800048828125,57157000
2023-10-26 00:00:00+00:00,166.0403594970703,166.88999938964844,171.3800048828125,165.6699981689453,170.3699951171875,70625300
2023-10-27 00:00:00+00:00,167.36358642578125,168.22000122070312,168.9600067138672,166.8300018310547,166.91000366210938,58499100
2023-10-30 00:00:00+00:00,169.4230194091797,170.2899932861328,171.1699981689453,168.8699951171875,169.02000427246094,51131000
2023-10-31 00:00:00+00:00,169.90060424804688,170.77000427246094,170.89999389648438,167.89999389648438,169.35000610351562,44846000
2023-11-01 00:00:00+00:00,173.0843048095703,173.97000122070312,174.22999572753906,170.1199951171875,171.0,56934900
2023-11-02 00:00:00+00:00,176.66598510742188,177.57000732421875,177.77999877929688,175.4600067138672,175.52000427246094,77334800
2023-11-03 00:00:00+00:00,175.75067138671875,176.64999389648438,176.82000732421875,173.35000610351562,174.24000549316406,79763700
2023-11-06 00:00:00+00:00,178.31753540039062,179.22999572753906,179.42999267578125,176.2100067138672,176.3800048828125,63841300
2023-11-07 00:00:00+00:00,180.8943634033203,181.82000732421875,182.44000244140625,178.97000122070312,179.17999267578125,70530000
2023-11-08 00:00:00+00:00,181.95889282226562,182.88999938964844,183.4499969482422,181.58999633789062,182.35000610351562,49340300
2023-11-09 00:00:00+00:00,181.48135375976562,182.41000366210938,184.1199951171875,181.80999755859375,182.9600067138672,53763500
2023-11-10 00:00:00+00:00,185.69534301757812,186.39999389648438,186.57000732421875,183.52999877929688,183.97000122070312,66133400
2023-11-13 00:00:00+00:00,184.1013946533203,184.8000030517578,186.02999877929688,184.2100067138672,185.82000732421875,43627500
2023-11-14 00:00:00+00:00,186.73141479492188,187.44000244140625,188.11000061035156,186.3000030517578,187.6999969482422,60108400
2023-11-15 00:00:00+00:00,187.29925537109375,188.00999450683594,189.5,187.77999877929688,187.85000610351562,53790500
2023-11-16 00:00:00+00:00,188.99285888671875,189.7100067138672,190.9600067138672,188.64999389648438,189.57000732421875,54412900
2023-11-17 00:00:00+00:00,188.97291564941406,189.69000244140625,190.3800048828125,188.57000732421875,190.25,50922700
2023-11-20 00:00:00+00:00,190.72625732421875,191.4499969482422,191.91000366210938,189.8800048828125,189.88999938964844,46505100
2023-11-21 00:00:00+00:00,189.9193115234375,190.63999938964844,191.52000427246094,189.74000549316406,191.41000366210938,38134500
2023-11-22 00:00:00+00:00,190.58680725097656,191.30999755859375,192.92999267578125,190.8300018310547,191.49000549316406,39617700
2023-11-24 00:00:00+00:00,189.25184631347656,189.97000122070312,190.89999389648438,189.25,190.8699951171875,24048300
2023-11-27 00:00:00+00:00,189.072509765625,189.7899932861328,190.6699981689453,188.89999389648438,189.9199981689453,40552600
2023-11-28 00:00:00+00:00,189.68020629882812,190.39999389648438,191.0800018310547,189.39999389648438,189.77999877929688,38415400
2023-11-29 00:00:00+00:00,188.65411376953125,189.3699951171875,192.08999633789062,188.97000122070312,190.89999389648438,43014200
2023-11-30 00:00:00+00:00,189.23191833496094,189.9499969482422,190.32000732421875,188.19000244140625,189.83999633789062,48794400
2023-12-01 00:00:00+00:00,190.51705932617188,191.24000549316406,191.55999755859375,189.22999572753906,190.3300018310547,45679300
2023-12-04 00:00:00+00:00,188.71388244628906,189.42999267578125,190.0500030517578,187.4499969482422,189.97999572753906,43389500
2023-12-05 00:00:00+00:00,192.68881225585938,193.4199981689453,194.39999389648438,190.17999267578125,190.2100067138672,66628400
2023-12-06 00:00:00+00:00,191.5929718017578,192.32000732421875,194.75999450683594,192.11000061035156,194.4499969482422,41089700
2023-12-07 00:00:00+00:00,193.53561401367188,194.27000427246094,195.0,193.58999633789062,193.6300048828125,47477700
2023-12-08 00:00:00+00:00,194.9701690673828,195.7100067138672,195.99000549316406,193.6699981689453,194.1999969482422,53377300
2023-12-11 00:00:00+00:00,192.44972229003906,193.17999267578125,193.49000549316406,191.4199981689453,193.11000061035156,60943700
2023-12-12 00:00:00+00:00,193.9739532470703,194.7100067138672,194.72000122070312,191.72000122070312,193.0800018310547,52696900
2023-12-13 00:00:00+00:00,197.21165466308594,197.9600067138672,198.0,194.85000610351562,195.08999633789062,70404200
2023-12-14 00:00:00+00:00,197.361083984375,198.11000061035156,199.6199951171875,196.16000366210938,198.02000427246094,66831600
2023-12-15 00:00:00+00:00,196.82313537597656,197.57000732421875,198.39999389648438,197.0,197.52999877929688,128256700
2023-12-18 00:00:00+00:00,195.1494903564453,195.88999938964844,196.6300048828125,194.38999938964844,196.08999633789062,55751900
2023-12-19 00:00:00+00:00,196.1955108642578,196.94000244140625,196.9499969482422,195.88999938964844,196.16000366210938,40714100
2023-12-20 00:00:00+00:00,194.09349060058594,194.8300018310547,197.67999267578125,194.8300018310547,196.89999389648438,52242800
2023-12-21 00:00:00+00:00,193.94403076171875,194.67999267578125,197.0800018310547,193.5,196.10000610351562,46482500
2023-12-22 00:00:00+00:00,192.86814880371094,193.60000610351562,195.41000366210938,192.97000122070312,195.17999267578125,37122800
2023-12-26 00:00:00+00:00,192.32020568847656,193.0500030517578,193.88999938964844,192.8300018310547,193.61000061035156,28919300
2023-12-27 00:00:00+00:00,192.41983032226562,193.14999389648438,193.5,191.08999633789062,192.49000549316406,48087700
2023-12-28 00:00:00+00:00,192.84820556640625,193.5800018310547,194.66000366210938,193.1699981689453,194.13999938964844,34049900
2023-12-29 00:00:00+00:00,191.8021697998047,192.52999877929688,194.39999389648438,191.72999572753906,193.89999389648438,42628800
2024-01-02 00:00:00+00:00,184.93821716308594,185.63999938964844,188.44000244140625,183.88999938964844,187.14999389648438,82488700
2024-01-03 00:00:00+00:00,183.553466796875,184.25,185.8800048828125,183.42999267578125,184.22000122070312,58414500
2024-01-04 00:00:00+00:00,181.2223358154297,181.91000366210938,183.08999633789062,180.8800048828125,182.14999389648438,71983600
2024-01-05 00:00:00+00:00,180.4950714111328,181.17999267578125,182.75999450683594,180.1699981689453,181.99000549316406,62303300
2024-01-08 00:00:00+00:00,184.8585205078125,185.55999755859375,185.60000610351562,181.5,182.08999633789062,59144500
2024-01-09 00:00:00+00:00,184.4401092529297,185.13999938964844,185.14999389648438,182.72999572753906,183.9199981689453,42841800
2024-01-10 00:00:00+00:00,185.4861602783203,186.19000244140625,186.39999389648438,183.9199981689453,184.35000610351562,46792900
2024-01-11 00:00:00+00:00,184.88841247558594,185.58999633789062,187.0500030517578,183.6199951171875,186.5399932861328,49128400
2024-01-12 00:00:00+00:00,185.2171630859375,185.9199981689453,186.74000549316406,185.19000244140625,186.05999755859375,40444700
2024-01-16 00:00:00+00:00,182.93582153320312,183.6300048828125,184.25999450683594,180.92999267578125,182.16000366210938,65603000
2024-01-17 00:00:00+00:00,181.98941040039062,182.67999267578125,182.92999267578125,180.3000030517578,181.27000427246094,47317400
2024-01-18 00:00:00+00:00,187.9169158935547,188.6300048828125,189.13999938964844,185.8300018310547,186.08999633789062,78005800
2024-01-19 00:00:00+00:00,190.83584594726562,191.55999755859375,191.9499969482422,188.82000732421875,189.3300018310547,68741000
2024-01-22 00:00:00+00:00,193.1570281982422,193.88999938964844,195.3300018310547,192.25999450683594,192.3000030517578,60133900
2024-01-23 00:00:00+00:00,194.44215393066406,195.17999267578125,195.75,193.8300018310547,195.02000427246094,42355600
2024-01-24 00:00:00+00:00,193.7647247314453,194.5,196.3800048828125,194.33999633789062,195.4199981689453,53631300
2024-01-25 00:00:00+00:00,193.43597412109375,194.1699981689453,196.27000427246094,193.11000061035156,195.22000122070312,54822100
2024-01-26 00:00:00+00:00,191.69259643554688,192.4199981689453,194.75999450683594,191.94000244140625,194.27000427246094,44594000
2024-01-29 00:00:00+00:00,191.00518798828125,191.72999572753906,192.1999969482422,189.5800018310547,192.00999450683594,47145600
2024-01-30 00:00:00+00:00,187.3291473388672,188.0399932861328,191.8000030517578,187.47000122070312,190.94000244140625,55859400
2024-01-31 00:00:00+00:00,183.70291137695312,184.39999389648438,187.10000610351562,184.35000610351562,187.0399932861328,55467800
2024-02-01 00:00:00+00:00,186.15362548828125,186.86000061035156,186.9499969482422,183.82000732421875,183.99000549316406,64885400
2024-02-02 00:00:00+00:00,185.14743041992188,185.85000610351562,187.3300018310547,179.25,179.86000061035156,102518000
2024-02-05 00:00:00+00:00,186.9705047607422,187.67999267578125,189.25,185.83999633789062,188.14999389648438,69668800
2024-02-06 00:00:00+00:00,188.5843963623047,189.3000030517578,189.30999755859375,186.77000427246094,186.86000061035156,43490800
2024-02-07 00:00:00+00:00,188.6939697265625,189.41000366210938,191.0500030517578,188.61000061035156,190.63999938964844,53439000
2024-02-08 00:00:00+00:00,187.6081085205078,188.32000732421875,189.5399932861328,187.35000610351562,189.38999938964844,40962000
2024-02-09 00:00:00+00:00,188.37615966796875,188.85000610351562,189.99000549316406,188.0,188.64999389648438,45155200
2024-02-12 00:00:00+00:00,186.680419921875,187.14999389648438,188.6699981689453,186.7899932861328,188.4199981689453,41781900
2024-02-13 00:00:00+00:00,184.57571411132812,185.0399932861328,186.2100067138672,183.50999450683594,185.77000427246094,56529500
2024-02-14 00:00:00+00:00,183.6879425048828,184.14999389648438,185.52999877929688,182.44000244140625,185.32000732421875,54630500
2024-02-15 00:00:00+00:00,183.398681640625,183.86000061035156,184.49000549316406,181.35000610351562,183.5500030517578,65434500
2024-02-16 00:00:00+00:00,181.85255432128906,182.30999755859375,184.85000610351562,181.6699981689453,183.4199981689453,49701400
2024-02-20 00:00:00+00:00,181.1044464111328,181.55999755859375,182.42999267578125,180.0,181.7899932861328,53665600
2024-02-21 00:00:00+00:00,181.862548828125,182.32000732421875,182.88999938964844,180.66000366210938,181.94000244140625,41529700
2024-02-22 00:00:00+00:00,183.9073944091797,184.3699951171875,184.9600067138672,182.4600067138672,183.47999572753906,52292200
2024-02-23 00:00:00+00:00,182.06204223632812,182.52000427246094,185.0399932861328,182.22999572753906,185.00999450683594,45119700
2024-02-26 00:00:00+00:00,180.70545959472656,181.16000366210938,182.75999450683594,180.64999389648438,182.24000549316406,40867400
2024-02-27 00:00:00+00:00,182.17176818847656,182.6300048828125,183.9199981689453,179.55999755859375,181.10000610351562,54318900
2024-02-28 00:00:00+00:00,180.9647979736328,181.4199981689453,183.1199951171875,180.1300048828125,182.50999450683594,48953900
2024-02-29 00:00:00+00:00,180.29647827148438,180.75,182.57000732421875,179.52999877929688,181.27000427246094,136682600
